drink_name,category,brand,price_usd,alcohol_level_abv,taste_node,availability_score,place_type
Scotch 4085,spirits/cocktails,Gordon's,11.0,29.0,Smoky,High,global
Cognac 4086,wine,Tanqueray,11.75,30.0,Rich / Fruity,High,global
Vodka 4087,spirits/cocktails,Bacardi,12.5,31.0,Dry / Crisp,Medium,global
Aged Bourbon 4088,spirits/cocktails,Patron,13.25,32.0,Nutty / Woody,High,global
Bourbon 4089,spirits/cocktails,Absolut,14.0,33.0,Sweet,High,global
Rye Whiskey 4090,spirits/cocktails,Smirnoff,14.75,34.0,Spicy,Medium,global
Gin 4091,spirits/cocktails,Moet & Chandon,15.5,35.0,Citrusy / Sour,High,global
Gin 4092,spirits/cocktails,La Marca,16.25,36.0,Herbal / Floral,High,global
Scotch 4093,spirits/cocktails,Barefoot,17.0,37.0,Smoky,Medium,global
Cognac 4094,wine,Robert Mondavi,17.75,38.0,Rich / Fruity,High,global
Vodka 4095,spirits/cocktails,Kim Crawford,18.5,39.0,Dry / Crisp,High,global
Aged Bourbon 4096,spirits/cocktails,Crown Royal,19.25,5.0,Nutty / Woody,Medium,global
Bourbon 4097,spirits/cocktails,Buffalo Trace,20.0,6.0,Sweet,High,global
Rye Whiskey 4098,spirits/cocktails,Bulleit,20.75,7.0,Spicy,High,global
Gin 4099,spirits/cocktails,Captain Morgan,21.5,8.0,Citrusy / Sour,Medium,global
Gin 4100,spirits/cocktails,Don Julio,22.25,9.0,Herbal / Floral,High,global
Scotch 4101,spirits/cocktails,Jameson,23.0,10.0,Smoky,High,global
Cognac 4102,wine,Jack Daniel's,23.75,11.0,Rich / Fruity,Medium,global
Vodka 4103,spirits/cocktails,Johnnie Walker,24.5,12.0,Dry / Crisp,High,global
Aged Bourbon 4104,spirits/cocktails,Glenfiddich,25.25,13.0,Nutty / Woody,High,global
Bourbon 4105,spirits/cocktails,Gordon's,26.0,14.0,Sweet,Medium,global
Rye Whiskey 4106,spirits/cocktails,Tanqueray,26.75,15.0,Spicy,High,global
Gin 4107,spirits/cocktails,Bacardi,27.5,16.0,Citrusy / Sour,High,global
Gin 4108,spirits/cocktails,Patron,28.25,17.0,Herbal / Floral,Medium,global
Scotch 4109,spirits/cocktails,Absolut,29.0,18.0,Smoky,High,global
Cognac 4110,wine,Smirnoff,29.75,19.0,Rich / Fruity,High,global
Vodka 4111,spirits/cocktails,Moet & Chandon,30.5,20.0,Dry / Crisp,Medium,global
Aged Bourbon 4112,spirits/cocktails,La Marca,31.25,21.0,Nutty / Woody,High,global
Bourbon 4113,spirits/cocktails,Barefoot,32.0,22.0,Sweet,High,global
Rye Whiskey 4114,spirits/cocktails,Robert Mondavi,32.75,23.0,Spicy,Medium,global
Gin 4115,spirits/cocktails,Kim Crawford,33.5,24.0,Citrusy / Sour,High,global
Gin 4116,spirits/cocktails,Crown Royal,34.25,25.0,Herbal / Floral,High,global
Scotch 4117,spirits/cocktails,Buffalo Trace,35.0,26.0,Smoky,Medium,global
Cognac 4118,wine,Bulleit,35.75,27.0,Rich / Fruity,High,global
Vodka 4119,spirits/cocktails,Captain Morgan,36.5,28.0,Dry / Crisp,High,global
Aged Bourbon 4120,spirits/cocktails,Don Julio,37.25,29.0,Nutty / Woody,Medium,global
Bourbon 4121,spirits/cocktails,Jameson,38.0,30.0,Sweet,High,global
Rye Whiskey 4122,spirits/cocktails,Jack Daniel's,38.75,31.0,Spicy,High,global
Gin 4123,spirits/cocktails,Johnnie Walker,39.5,32.0,Citrusy / Sour,Medium,global
Gin 4124,spirits/cocktails,Glenfiddich,40.25,33.0,Herbal / Floral,High,global
Scotch 4125,spirits/cocktails,Gordon's,41.0,34.0,Smoky,High,global
Cognac 4126,wine,Tanqueray,41.75,35.0,Rich / Fruity,Medium,global
Vodka 4127,spirits/cocktails,Bacardi,42.5,36.0,Dry / Crisp,High,global
Aged Bourbon 4128,spirits/cocktails,Patron,43.25,37.0,Nutty / Woody,High,global
Bourbon 4129,spirits/cocktails,Absolut,44.0,38.0,Sweet,Medium,global
Rye Whiskey 4130,spirits/cocktails,Smirnoff,44.75,39.0,Spicy,High,global
Gin 4131,spirits/cocktails,Moet & Chandon,45.5,5.0,Citrusy / Sour,High,global
Gin 4132,spirits/cocktails,La Marca,46.25,6.0,Herbal / Floral,Medium,global
Scotch 4133,spirits/cocktails,Barefoot,47.0,7.0,Smoky,High,global
Cognac 4134,wine,Robert Mondavi,47.75,8.0,Rich / Fruity,High,global
Vodka 4135,spirits/cocktails,Kim Crawford,48.5,9.0,Dry / Crisp,Medium,global
Aged Bourbon 4136,spirits/cocktails,Crown Royal,49.25,10.0,Nutty / Woody,High,global
Bourbon 4137,spirits/cocktails,Buffalo Trace,50.0,11.0,Sweet,High,global
Rye Whiskey 4138,spirits/cocktails,Bulleit,50.75,12.0,Spicy,Medium,global
Gin 4139,spirits/cocktails,Captain Morgan,51.5,13.0,Citrusy / Sour,High,global
Gin 4140,spirits/cocktails,Don Julio,52.25,14.0,Herbal / Floral,High,global
Scotch 4141,spirits/cocktails,Jameson,53.0,15.0,Smoky,Medium,global
Cognac 4142,wine,Jack Daniel's,53.75,16.0,Rich / Fruity,High,global
Vodka 4143,spirits/cocktails,Johnnie Walker,54.5,17.0,Dry / Crisp,High,global
Aged Bourbon 4144,spirits/cocktails,Glenfiddich,55.25,18.0,Nutty / Woody,Medium,global
Bourbon 4145,spirits/cocktails,Gordon's,56.0,19.0,Sweet,High,global
Rye Whiskey 4146,spirits/cocktails,Tanqueray,56.75,20.0,Spicy,High,global
Gin 4147,spirits/cocktails,Bacardi,57.5,21.0,Citrusy / Sour,Medium,global
Gin 4148,spirits/cocktails,Patron,58.25,22.0,Herbal / Floral,High,global
Scotch 4149,spirits/cocktails,Absolut,59.0,23.0,Smoky,High,global
Cognac 4150,wine,Smirnoff,59.75,24.0,Rich / Fruity,Medium,global
Vodka 4151,spirits/cocktails,Moet & Chandon,60.5,25.0,Dry / Crisp,High,global
Aged Bourbon 4152,spirits/cocktails,La Marca,61.25,26.0,Nutty / Woody,High,global
Bourbon 4153,spirits/cocktails,Barefoot,62.0,27.0,Sweet,Medium,global
Rye Whiskey 4154,spirits/cocktails,Robert Mondavi,62.75,28.0,Spicy,High,global
Gin 4155,spirits/cocktails,Kim Crawford,63.5,29.0,Citrusy / Sour,High,global
Gin 4156,spirits/cocktails,Crown Royal,64.25,30.0,Herbal / Floral,Medium,global
Scotch 4157,spirits/cocktails,Buffalo Trace,65.0,31.0,Smoky,High,global
Cognac 4158,wine,Bulleit,65.75,32.0,Rich / Fruity,High,global
Vodka 4159,spirits/cocktails,Captain Morgan,66.5,33.0,Dry / Crisp,Medium,global
Aged Bourbon 4160,spirits/cocktails,Don Julio,67.25,34.0,Nutty / Woody,High,global
Bourbon 4161,spirits/cocktails,Jameson,68.0,35.0,Sweet,High,global
Rye Whiskey 4162,spirits/cocktails,Jack Daniel's,68.75,36.0,Spicy,Medium,global
Gin 4163,spirits/cocktails,Johnnie Walker,69.5,37.0,Citrusy / Sour,High,global
Gin 4164,spirits/cocktails,Glenfiddich,70.25,38.0,Herbal / Floral,High,global
Scotch 4165,spirits/cocktails,Gordon's,71.0,39.0,Smoky,Medium,global
Cognac 4166,wine,Tanqueray,71.75,5.0,Rich / Fruity,High,global
Vodka 4167,spirits/cocktails,Bacardi,72.5,6.0,Dry / Crisp,High,global
Aged Bourbon 4168,spirits/cocktails,Patron,73.25,7.0,Nutty / Woody,Medium,global
Bourbon 4169,spirits/cocktails,Absolut,74.0,8.0,Sweet,High,global
Rye Whiskey 4170,spirits/cocktails,Smirnoff,74.75,9.0,Spicy,High,global
Gin 4171,spirits/cocktails,Moet & Chandon,75.5,10.0,Citrusy / Sour,Medium,global
Gin 4172,spirits/cocktails,La Marca,76.25,11.0,Herbal / Floral,High,global
Scotch 4173,spirits/cocktails,Barefoot,77.0,12.0,Smoky,High,global
Cognac 4174,wine,Robert Mondavi,77.75,13.0,Rich / Fruity,Medium,global
Vodka 4175,spirits/cocktails,Kim Crawford,78.5,14.0,Dry / Crisp,High,global
Aged Bourbon 4176,spirits/cocktails,Crown Royal,79.25,15.0,Nutty / Woody,High,global
Bourbon 4177,spirits/cocktails,Buffalo Trace,80.0,16.0,Sweet,Medium,global
Rye Whiskey 4178,spirits/cocktails,Bulleit,80.75,17.0,Spicy,High,global
Gin 4179,spirits/cocktails,Captain Morgan,81.5,18.0,Citrusy / Sour,High,global
Gin 4180,spirits/cocktails,Don Julio,82.25,19.0,Herbal / Floral,Medium,global
Scotch 4181,spirits/cocktails,Jameson,83.0,20.0,Smoky,High,global
Cognac 4182,wine,Jack Daniel's,83.75,21.0,Rich / Fruity,High,global
Vodka 4183,spirits/cocktails,Johnnie Walker,84.5,22.0,Dry / Crisp,Medium,global
Aged Bourbon 4184,spirits/cocktails,Glenfiddich,85.25,23.0,Nutty / Woody,High,global
Bourbon 4185,spirits/cocktails,Gordon's,86.0,24.0,Sweet,High,global
Rye Whiskey 4186,spirits/cocktails,Tanqueray,86.75,25.0,Spicy,Medium,global
Gin 4187,spirits/cocktails,Bacardi,87.5,26.0,Citrusy / Sour,High,global
Gin 4188,spirits/cocktails,Patron,88.25,27.0,Herbal / Floral,High,global
Scotch 4189,spirits/cocktails,Absolut,89.0,28.0,Smoky,Medium,global
Cognac 4190,wine,Smirnoff,89.75,29.0,Rich / Fruity,High,global
Vodka 4191,spirits/cocktails,Moet & Chandon,90.5,30.0,Dry / Crisp,High,global
Aged Bourbon 4192,spirits/cocktails,La Marca,91.25,31.0,Nutty / Woody,Medium,global
Bourbon 4193,spirits/cocktails,Barefoot,92.0,32.0,Sweet,High,global
Rye Whiskey 4194,spirits/cocktails,Robert Mondavi,92.75,33.0,Spicy,High,global
Gin 4195,spirits/cocktails,Kim Crawford,93.5,34.0,Citrusy / Sour,Medium,global
Gin 4196,spirits/cocktails,Crown Royal,94.25,35.0,Herbal / Floral,High,global
Scotch 4197,spirits/cocktails,Buffalo Trace,95.0,36.0,Smoky,High,global
Cognac 4198,wine,Bulleit,95.75,37.0,Rich / Fruity,Medium,global
Vodka 4199,spirits/cocktails,Captain Morgan,96.5,38.0,Dry / Crisp,High,global
Aged Bourbon 4200,spirits/cocktails,Don Julio,97.25,39.0,Nutty / Woody,High,global
Bourbon 4201,spirits/cocktails,Jameson,8.0,5.0,Sweet,Medium,global
Rye Whiskey 4202,spirits/cocktails,Jack Daniel's,8.75,6.0,Spicy,High,global
Gin 4203,spirits/cocktails,Johnnie Walker,9.5,7.0,Citrusy / Sour,High,global
Gin 4204,spirits/cocktails,Glenfiddich,10.25,8.0,Herbal / Floral,Medium,global
Scotch 4205,spirits/cocktails,Gordon's,11.0,9.0,Smoky,High,global
Cognac 4206,wine,Tanqueray,11.75,10.0,Rich / Fruity,High,global
Vodka 4207,spirits/cocktails,Bacardi,12.5,11.0,Dry / Crisp,Medium,global
Aged Bourbon 4208,spirits/cocktails,Patron,13.25,12.0,Nutty / Woody,High,global
Bourbon 4209,spirits/cocktails,Absolut,14.0,13.0,Sweet,High,global
Rye Whiskey 4210,spirits/cocktails,Smirnoff,14.75,14.0,Spicy,Medium,global
Gin 4211,spirits/cocktails,Moet & Chandon,15.5,15.0,Citrusy / Sour,High,global
Gin 4212,spirits/cocktails,La Marca,16.25,16.0,Herbal / Floral,High,global
Scotch 4213,spirits/cocktails,Barefoot,17.0,17.0,Smoky,Medium,global
Cognac 4214,wine,Robert Mondavi,17.75,18.0,Rich / Fruity,High,global
Vodka 4215,spirits/cocktails,Kim Crawford,18.5,19.0,Dry / Crisp,High,global
Aged Bourbon 4216,spirits/cocktails,Crown Royal,19.25,20.0,Nutty / Woody,Medium,global
Bourbon 4217,spirits/cocktails,Buffalo Trace,20.0,21.0,Sweet,High,global
Rye Whiskey 4218,spirits/cocktails,Bulleit,20.75,22.0,Spicy,High,global
Gin 4219,spirits/cocktails,Captain Morgan,21.5,23.0,Citrusy / Sour,Medium,global
Gin 4220,spirits/cocktails,Don Julio,22.25,24.0,Herbal / Floral,High,global
Scotch 4221,spirits/cocktails,Jameson,23.0,25.0,Smoky,High,global
Cognac 4222,wine,Jack Daniel's,23.75,26.0,Rich / Fruity,Medium,global
Vodka 4223,spirits/cocktails,Johnnie Walker,24.5,27.0,Dry / Crisp,High,global
Aged Bourbon 4224,spirits/cocktails,Glenfiddich,25.25,28.0,Nutty / Woody,High,global
Bourbon 4225,spirits/cocktails,Gordon's,26.0,29.0,Sweet,Medium,global
Rye Whiskey 4226,spirits/cocktails,Tanqueray,26.75,30.0,Spicy,High,global
Gin 4227,spirits/cocktails,Bacardi,27.5,31.0,Citrusy / Sour,High,global
Gin 4228,spirits/cocktails,Patron,28.25,32.0,Herbal / Floral,Medium,global
Scotch 4229,spirits/cocktails,Absolut,29.0,33.0,Smoky,High,global
Cognac 4230,wine,Smirnoff,29.75,34.0,Rich / Fruity,High,global
Vodka 4231,spirits/cocktails,Moet & Chandon,30.5,35.0,Dry / Crisp,Medium,global
Aged Bourbon 4232,spirits/cocktails,La Marca,31.25,36.0,Nutty / Woody,High,global
Bourbon 4233,spirits/cocktails,Barefoot,32.0,37.0,Sweet,High,global
Rye Whiskey 4234,spirits/cocktails,Robert Mondavi,32.75,38.0,Spicy,Medium,global
Gin 4235,spirits/cocktails,Kim Crawford,33.5,39.0,Citrusy / Sour,High,global
Gin 4236,spirits/cocktails,Crown Royal,34.25,5.0,Herbal / Floral,High,global
Scotch 4237,spirits/cocktails,Buffalo Trace,35.0,6.0,Smoky,Medium,global
Cognac 4238,wine,Bulleit,35.75,7.0,Rich / Fruity,High,global
Vodka 4239,spirits/cocktails,Captain Morgan,36.5,8.0,Dry / Crisp,High,global
Aged Bourbon 4240,spirits/cocktails,Don Julio,37.25,9.0,Nutty / Woody,Medium,global
Bourbon 4241,spirits/cocktails,Jameson,38.0,10.0,Sweet,High,global
Rye Whiskey 4242,spirits/cocktails,Jack Daniel's,38.75,11.0,Spicy,High,global
Gin 4243,spirits/cocktails,Johnnie Walker,39.5,12.0,Citrusy / Sour,Medium,global
Gin 4244,spirits/cocktails,Glenfiddich,40.25,13.0,Herbal / Floral,High,global
Scotch 4245,spirits/cocktails,Gordon's,41.0,14.0,Smoky,High,global
Cognac 4246,wine,Tanqueray,41.75,15.0,Rich / Fruity,Medium,global
Vodka 4247,spirits/cocktails,Bacardi,42.5,16.0,Dry / Crisp,High,global
Aged Bourbon 4248,spirits/cocktails,Patron,43.25,17.0,Nutty / Woody,High,global
Bourbon 4249,spirits/cocktails,Absolut,44.0,18.0,Sweet,Medium,global
Rye Whiskey 4250,spirits/cocktails,Smirnoff,44.75,19.0,Spicy,High,global
Gin 4251,spirits/cocktails,Moet & Chandon,45.5,20.0,Citrusy / Sour,High,global
Gin 4252,spirits/cocktails,La Marca,46.25,21.0,Herbal / Floral,Medium,global
Scotch 4253,spirits/cocktails,Barefoot,47.0,22.0,Smoky,High,global
Cognac 4254,wine,Robert Mondavi,47.75,23.0,Rich / Fruity,High,global
Vodka 4255,spirits/cocktails,Kim Crawford,48.5,24.0,Dry / Crisp,Medium,global
Aged Bourbon 4256,spirits/cocktails,Crown Royal,49.25,25.0,Nutty / Woody,High,global
Bourbon 4257,spirits/cocktails,Buffalo Trace,50.0,26.0,Sweet,High,global
Rye Whiskey 4258,spirits/cocktails,Bulleit,50.75,27.0,Spicy,Medium,global
Gin 4259,spirits/cocktails,Captain Morgan,51.5,28.0,Citrusy / Sour,High,global
Gin 4260,spirits/cocktails,Don Julio,52.25,29.0,Herbal / Floral,High,global
Scotch 4261,spirits/cocktails,Jameson,53.0,30.0,Smoky,Medium,global
Cognac 4262,wine,Jack Daniel's,53.75,31.0,Rich / Fruity,High,global
Vodka 4263,spirits/cocktails,Johnnie Walker,54.5,32.0,Dry / Crisp,High,global
Aged Bourbon 4264,spirits/cocktails,Glenfiddich,55.25,33.0,Nutty / Woody,Medium,global
Bourbon 4265,spirits/cocktails,Gordon's,56.0,34.0,Sweet,High,global
Rye Whiskey 4266,spirits/cocktails,Tanqueray,56.75,35.0,Spicy,High,global
Gin 4267,spirits/cocktails,Bacardi,57.5,36.0,Citrusy / Sour,Medium,global
Gin 4268,spirits/cocktails,Patron,58.25,37.0,Herbal / Floral,High,global
Scotch 4269,spirits/cocktails,Absolut,59.0,38.0,Smoky,High,global
Cognac 4270,wine,Smirnoff,59.75,39.0,Rich / Fruity,Medium,global
Vodka 4271,spirits/cocktails,Moet & Chandon,60.5,5.0,Dry / Crisp,High,global
Aged Bourbon 4272,spirits/cocktails,La Marca,61.25,6.0,Nutty / Woody,High,global
Bourbon 4273,spirits/cocktails,Barefoot,62.0,7.0,Sweet,Medium,global
Rye Whiskey 4274,spirits/cocktails,Robert Mondavi,62.75,8.0,Spicy,High,global
Gin 4275,spirits/cocktails,Kim Crawford,63.5,9.0,Citrusy / Sour,High,global
Gin 4276,spirits/cocktails,Crown Royal,64.25,10.0,Herbal / Floral,Medium,global
Scotch 4277,spirits/cocktails,Buffalo Trace,65.0,11.0,Smoky,High,global
Cognac 4278,wine,Bulleit,65.75,12.0,Rich / Fruity,High,global
Vodka 4279,spirits/cocktails,Captain Morgan,66.5,13.0,Dry / Crisp,Medium,global
Aged Bourbon 4280,spirits/cocktails,Don Julio,67.25,14.0,Nutty / Woody,High,global
Bourbon 4281,spirits/cocktails,Jameson,68.0,15.0,Sweet,High,global
Rye Whiskey 4282,spirits/cocktails,Jack Daniel's,68.75,16.0,Spicy,Medium,global
Gin 4283,spirits/cocktails,Johnnie Walker,69.5,17.0,Citrusy / Sour,High,global
Gin 4284,spirits/cocktails,Glenfiddich,70.25,18.0,Herbal / Floral,High,global
Scotch 4285,spirits/cocktails,Gordon's,71.0,19.0,Smoky,Medium,global
Cognac 4286,wine,Tanqueray,71.75,20.0,Rich / Fruity,High,global
Vodka 4287,spirits/cocktails,Bacardi,72.5,21.0,Dry / Crisp,High,global
Aged Bourbon 4288,spirits/cocktails,Patron,73.25,22.0,Nutty / Woody,Medium,global
Bourbon 4289,spirits/cocktails,Absolut,74.0,23.0,Sweet,High,global
Rye Whiskey 4290,spirits/cocktails,Smirnoff,74.75,24.0,Spicy,High,global
Gin 4291,spirits/cocktails,Moet & Chandon,75.5,25.0,Citrusy / Sour,Medium,global
Gin 4292,spirits/cocktails,La Marca,76.25,26.0,Herbal / Floral,High,global
Scotch 4293,spirits/cocktails,Barefoot,77.0,27.0,Smoky,High,global
Cognac 4294,wine,Robert Mondavi,77.75,28.0,Rich / Fruity,Medium,global
Vodka 4295,spirits/cocktails,Kim Crawford,78.5,29.0,Dry / Crisp,High,global
Aged Bourbon 4296,spirits/cocktails,Crown Royal,79.25,30.0,Nutty / Woody,High,global
Bourbon 4297,spirits/cocktails,Buffalo Trace,80.0,31.0,Sweet,Medium,global
Rye Whiskey 4298,spirits/cocktails,Bulleit,80.75,32.0,Spicy,High,global
Gin 4299,spirits/cocktails,Captain Morgan,81.5,33.0,Citrusy / Sour,High,global
Gin 4300,spirits/cocktails,Don Julio,82.25,34.0,Herbal / Floral,Medium,global
Scotch 4301,spirits/cocktails,Jameson,83.0,35.0,Smoky,High,global
Cognac 4302,wine,Jack Daniel's,83.75,36.0,Rich / Fruity,High,global
Vodka 4303,spirits/cocktails,Johnnie Walker,84.5,37.0,Dry / Crisp,Medium,global
Aged Bourbon 4304,spirits/cocktails,Glenfiddich,85.25,38.0,Nutty / Woody,High,global
Bourbon 4305,spirits/cocktails,Gordon's,86.0,39.0,Sweet,High,global
Rye Whiskey 4306,spirits/cocktails,Tanqueray,86.75,5.0,Spicy,Medium,global
Gin 4307,spirits/cocktails,Bacardi,87.5,6.0,Citrusy / Sour,High,global
Gin 4308,spirits/cocktails,Patron,88.25,7.0,Herbal / Floral,High,global
Scotch 4309,spirits/cocktails,Absolut,89.0,8.0,Smoky,Medium,global
Cognac 4310,wine,Smirnoff,89.75,9.0,Rich / Fruity,High,global
Vodka 4311,spirits/cocktails,Moet & Chandon,90.5,10.0,Dry / Crisp,High,global
Aged Bourbon 4312,spirits/cocktails,La Marca,91.25,11.0,Nutty / Woody,Medium,global
Bourbon 4313,spirits/cocktails,Barefoot,92.0,12.0,Sweet,High,global
Rye Whiskey 4314,spirits/cocktails,Robert Mondavi,92.75,13.0,Spicy,High,global
Gin 4315,spirits/cocktails,Kim Crawford,93.5,14.0,Citrusy / Sour,Medium,global
Gin 4316,spirits/cocktails,Crown Royal,94.25,15.0,Herbal / Floral,High,global
Scotch 4317,spirits/cocktails,Buffalo Trace,95.0,16.0,Smoky,High,global
Cognac 4318,wine,Bulleit,95.75,17.0,Rich / Fruity,Medium,global
Vodka 4319,spirits/cocktails,Captain Morgan,96.5,18.0,Dry / Crisp,High,global
Aged Bourbon 4320,spirits/cocktails,Don Julio,97.25,19.0,Nutty / Woody,High,global
Bourbon 4321,spirits/cocktails,Jameson,8.0,20.0,Sweet,Medium,global
Rye Whiskey 4322,spirits/cocktails,Jack Daniel's,8.75,21.0,Spicy,High,global
Gin 4323,spirits/cocktails,Johnnie Walker,9.5,22.0,Citrusy / Sour,High,global
Gin 4324,spirits/cocktails,Glenfiddich,10.25,23.0,Herbal / Floral,Medium,global
Scotch 4325,spirits/cocktails,Gordon's,11.0,24.0,Smoky,High,global
Cognac 4326,wine,Tanqueray,11.75,25.0,Rich / Fruity,High,global
Vodka 4327,spirits/cocktails,Bacardi,12.5,26.0,Dry / Crisp,Medium,global
Aged Bourbon 4328,spirits/cocktails,Patron,13.25,27.0,Nutty / Woody,High,global
Bourbon 4329,spirits/cocktails,Absolut,14.0,28.0,Sweet,High,global
Rye Whiskey 4330,spirits/cocktails,Smirnoff,14.75,29.0,Spicy,Medium,global
Gin 4331,spirits/cocktails,Moet & Chandon,15.5,30.0,Citrusy / Sour,High,global
Gin 4332,spirits/cocktails,La Marca,16.25,31.0,Herbal / Floral,High,global
Scotch 4333,spirits/cocktails,Barefoot,17.0,32.0,Smoky,Medium,global
Cognac 4334,wine,Robert Mondavi,17.75,33.0,Rich / Fruity,High,global
Vodka 4335,spirits/cocktails,Kim Crawford,18.5,34.0,Dry / Crisp,High,global
Aged Bourbon 4336,spirits/cocktails,Crown Royal,19.25,35.0,Nutty / Woody,Medium,global
Bourbon 4337,spirits/cocktails,Buffalo Trace,20.0,36.0,Sweet,High,global
Rye Whiskey 4338,spirits/cocktails,Bulleit,20.75,37.0,Spicy,High,global
Gin 4339,spirits/cocktails,Captain Morgan,21.5,38.0,Citrusy / Sour,Medium,global
Gin 4340,spirits/cocktails,Don Julio,22.25,39.0,Herbal / Floral,High,global
Scotch 4341,spirits/cocktails,Jameson,23.0,5.0,Smoky,High,global
Cognac 4342,wine,Jack Daniel's,23.75,6.0,Rich / Fruity,Medium,global
Vodka 4343,spirits/cocktails,Johnnie Walker,24.5,7.0,Dry / Crisp,High,global
Aged Bourbon 4344,spirits/cocktails,Glenfiddich,25.25,8.0,Nutty / Woody,High,global
Bourbon 4345,spirits/cocktails,Gordon's,26.0,9.0,Sweet,Medium,global
Rye Whiskey 4346,spirits/cocktails,Tanqueray,26.75,10.0,Spicy,High,global
Gin 4347,spirits/cocktails,Bacardi,27.5,11.0,Citrusy / Sour,High,global
Gin 4348,spirits/cocktails,Patron,28.25,12.0,Herbal / Floral,Medium,global
Scotch 4349,spirits/cocktails,Absolut,29.0,13.0,Smoky,High,global
Cognac 4350,wine,Smirnoff,29.75,14.0,Rich / Fruity,High,global
Vodka 4351,spirits/cocktails,Moet & Chandon,30.5,15.0,Dry / Crisp,Medium,global
Aged Bourbon 4352,spirits/cocktails,La Marca,31.25,16.0,Nutty / Woody,High,global
Bourbon 4353,spirits/cocktails,Barefoot,32.0,17.0,Sweet,High,global
Rye Whiskey 4354,spirits/cocktails,Robert Mondavi,32.75,18.0,Spicy,Medium,global
Gin 4355,spirits/cocktails,Kim Crawford,33.5,19.0,Citrusy / Sour,High,global
Gin 4356,spirits/cocktails,Crown Royal,34.25,20.0,Herbal / Floral,High,global
Scotch 4357,spirits/cocktails,Buffalo Trace,35.0,21.0,Smoky,Medium,global
Cognac 4358,wine,Bulleit,35.75,22.0,Rich / Fruity,High,global
Vodka 4359,spirits/cocktails,Captain Morgan,36.5,23.0,Dry / Crisp,High,global
Aged Bourbon 4360,spirits/cocktails,Don Julio,37.25,24.0,Nutty / Woody,Medium,global
Bourbon 4361,spirits/cocktails,Jameson,38.0,25.0,Sweet,High,global
Rye Whiskey 4362,spirits/cocktails,Jack Daniel's,38.75,26.0,Spicy,High,global
Gin 4363,spirits/cocktails,Johnnie Walker,39.5,27.0,Citrusy / Sour,Medium,global
Gin 4364,spirits/cocktails,Glenfiddich,40.25,28.0,Herbal / Floral,High,global
Scotch 4365,spirits/cocktails,Gordon's,41.0,29.0,Smoky,High,global
Cognac 4366,wine,Tanqueray,41.75,30.0,Rich / Fruity,Medium,global
Vodka 4367,spirits/cocktails,Bacardi,42.5,31.0,Dry / Crisp,High,global
Aged Bourbon 4368,spirits/cocktails,Patron,43.25,32.0,Nutty / Woody,High,global
Bourbon 4369,spirits/cocktails,Absolut,44.0,33.0,Sweet,Medium,global
Rye Whiskey 4370,spirits/cocktails,Smirnoff,44.75,34.0,Spicy,High,global
Gin 4371,spirits/cocktails,Moet & Chandon,45.5,35.0,Citrusy / Sour,High,global
Gin 4372,spirits/cocktails,La Marca,46.25,36.0,Herbal / Floral,Medium,global
Scotch 4373,spirits/cocktails,Barefoot,47.0,37.0,Smoky,High,global
Cognac 4374,wine,Robert Mondavi,47.75,38.0,Rich / Fruity,High,global
Vodka 4375,spirits/cocktails,Kim Crawford,48.5,39.0,Dry / Crisp,Medium,global
Aged Bourbon 4376,spirits/cocktails,Crown Royal,49.25,5.0,Nutty / Woody,High,global
Bourbon 4377,spirits/cocktails,Buffalo Trace,50.0,6.0,Sweet,High,global
